transaction_id,item_description,transaction_type,merchant
44985,purchase Netflix,purchase,Netflix
44986,withdrawal Netflix,withdrawal,Netflix
44987,transfer Online Service,transfer,Online Service
44988,withdrawal Shell,withdrawal,Shell
44989,purchase Amazon,purchase,Amazon
44990,withdrawal Local Store,withdrawal,Local Store
44991,withdrawal Local Store,withdrawal,Local Store
44992,transfer Netflix,transfer,Netflix
44993,purchase Netflix,purchase,Netflix
44994,transfer Shell,transfer,Shell
44995,purchase Amazon,purchase,Amazon
44996,withdrawal Online Service,withdrawal,Online Service
44997,withdrawal Netflix,withdrawal,Netflix
44998,purchase Starbucks,purchase,Starbucks
44999,purchase Amazon,purchase,Amazon
45000,withdrawal Walmart,withdrawal,Walmart
45001,purchase Starbucks,purchase,Starbucks
45002,withdrawal Amazon,withdrawal,Amazon
45003,transfer Starbucks,transfer,Starbucks
45004,purchase Amazon,purchase,Amazon
45005,withdrawal Starbucks,withdrawal,Starbucks
45006,transfer Shell,transfer,Shell
45007,purchase Amazon,purchase,Amazon
45008,withdrawal Walmart,withdrawal,Walmart
45009,transfer Online Service,transfer,Online Service
45010,purchase Netflix,purchase,Netflix
45011,transfer Online Service,transfer,Online Service
45012,purchase Local Store,purchase,Local Store
45013,transfer Netflix,transfer,Netflix
45014,transfer Walmart,transfer,Walmart
45015,withdrawal Amazon,withdrawal,Amazon
45016,purchase Local Store,purchase,Local Store
45017,purchase Netflix,purchase,Netflix
45018,purchase Starbucks,purchase,Starbucks
45019,transfer Online Service,transfer,Online Service
45020,withdrawal Netflix,withdrawal,Netflix
45021,transfer Amazon,transfer,Amazon
45022,purchase Local Store,purchase,Local Store
45023,withdrawal Online Service,withdrawal,Online Service
45024,purchase Amazon,purchase,Amazon
45025,purchase Shell,purchase,Shell
45026,withdrawal Walmart,withdrawal,Walmart
45027,purchase Walmart,purchase,Walmart
45028,transfer Starbucks,transfer,Starbucks
45029,transfer Local Store,transfer,Local Store
45030,withdrawal Shell,withdrawal,Shell
45031,transfer Shell,transfer,Shell
45032,transfer Starbucks,transfer,Starbucks
45033,transfer Walmart,transfer,Walmart
45034,withdrawal Online Service,withdrawal,Online Service
45035,transfer Online Service,transfer,Online Service
45036,transfer Online Service,transfer,Online Service
45037,purchase Netflix,purchase,Netflix
45038,withdrawal Netflix,withdrawal,Netflix
45039,transfer Shell,transfer,Shell
45040,withdrawal Amazon,withdrawal,Amazon
45041,withdrawal Local Store,withdrawal,Local Store
45042,withdrawal Walmart,withdrawal,Walmart
45043,purchase Shell,purchase,Shell
45044,purchase Netflix,purchase,Netflix
45045,withdrawal Amazon,withdrawal,Amazon
45046,transfer Online Service,transfer,Online Service
45047,withdrawal Netflix,withdrawal,Netflix
45048,transfer Walmart,transfer,Walmart
45049,transfer Starbucks,transfer,Starbucks
45050,transfer Netflix,transfer,Netflix
45051,purchase Starbucks,purchase,Starbucks
45052,transfer Starbucks,transfer,Starbucks
45053,purchase Shell,purchase,Shell
45054,purchase Online Service,purchase,Online Service
45055,withdrawal Starbucks,withdrawal,Starbucks
45056,purchase Amazon,purchase,Amazon
45057,withdrawal Starbucks,withdrawal,Starbucks
45058,transfer Starbucks,transfer,Starbucks
45059,transfer Online Service,transfer,Online Service
45060,purchase Local Store,purchase,Local Store
45061,transfer Walmart,transfer,Walmart
45062,withdrawal Online Service,withdrawal,Online Service
45063,transfer Local Store,transfer,Local Store
45064,transfer Netflix,transfer,Netflix
45065,withdrawal Netflix,withdrawal,Netflix
45066,transfer Starbucks,transfer,Starbucks
45067,transfer Netflix,transfer,Netflix
45068,purchase Local Store,purchase,Local Store
45069,withdrawal Shell,withdrawal,Shell
45070,purchase Netflix,purchase,Netflix
45071,transfer Starbucks,transfer,Starbucks
45072,transfer Local Store,transfer,Local Store
45073,withdrawal Local Store,withdrawal,Local Store
45074,purchase Walmart,purchase,Walmart
45075,transfer Local Store,transfer,Local Store
45076,purchase Amazon,purchase,Amazon
45077,purchase Amazon,purchase,Amazon
45078,withdrawal Walmart,withdrawal,Walmart
45079,withdrawal Walmart,withdrawal,Walmart
45080,transfer Walmart,transfer,Walmart
45081,withdrawal Local Store,withdrawal,Local Store
45082,transfer Amazon,transfer,Amazon
45083,purchase Online Service,purchase,Online Service
45084,purchase Amazon,purchase,Amazon
45085,purchase Netflix,purchase,Netflix
45086,withdrawal Starbucks,withdrawal,Starbucks
45087,transfer Amazon,transfer,Amazon
45088,withdrawal Walmart,withdrawal,Walmart
45089,transfer Shell,transfer,Shell
45090,purchase Online Service,purchase,Online Service
45091,purchase Shell,purchase,Shell
45092,transfer Local Store,transfer,Local Store
45093,purchase Amazon,purchase,Amazon
45094,withdrawal Walmart,withdrawal,Walmart
45095,purchase Shell,purchase,Shell
45096,purchase Netflix,purchase,Netflix
45097,transfer Netflix,transfer,Netflix
45098,withdrawal Shell,withdrawal,Shell
45099,withdrawal Shell,withdrawal,Shell
45100,withdrawal Online Service,withdrawal,Online Service
45101,purchase Walmart,purchase,Walmart
45102,withdrawal Amazon,withdrawal,Amazon
45103,purchase Local Store,purchase,Local Store
45104,transfer Netflix,transfer,Netflix
45105,transfer Shell,transfer,Shell
45106,withdrawal Starbucks,withdrawal,Starbucks
45107,purchase Starbucks,purchase,Starbucks
45108,withdrawal Amazon,withdrawal,Amazon
45109,withdrawal Amazon,withdrawal,Amazon
45110,purchase Starbucks,purchase,Starbucks
45111,purchase Local Store,purchase,Local Store
45112,transfer Shell,transfer,Shell
45113,transfer Walmart,transfer,Walmart
45114,transfer Amazon,transfer,Amazon
45115,transfer Online Service,transfer,Online Service
45116,withdrawal Netflix,withdrawal,Netflix
45117,transfer Walmart,transfer,Walmart
45118,withdrawal Shell,withdrawal,Shell
45119,transfer Amazon,transfer,Amazon
45120,withdrawal Starbucks,withdrawal,Starbucks
45121,transfer Local Store,transfer,Local Store
45122,transfer Walmart,transfer,Walmart
45123,withdrawal Amazon,withdrawal,Amazon
45124,withdrawal Shell,withdrawal,Shell
45125,purchase Starbucks,purchase,Starbucks
45126,transfer Walmart,transfer,Walmart
45127,withdrawal Walmart,withdrawal,Walmart
45128,purchase Walmart,purchase,Walmart
45129,withdrawal Local Store,withdrawal,Local Store
45130,purchase Online Service,purchase,Online Service
45131,purchase Walmart,purchase,Walmart
45132,purchase Online Service,purchase,Online Service
45133,withdrawal Online Service,withdrawal,Online Service
45134,purchase Shell,purchase,Shell
45135,withdrawal Shell,withdrawal,Shell
45136,purchase Amazon,purchase,Amazon
45137,purchase Walmart,purchase,Walmart
45138,withdrawal Amazon,withdrawal,Amazon
45139,transfer Local Store,transfer,Local Store
45140,purchase Local Store,purchase,Local Store
45141,purchase Shell,purchase,Shell
45142,withdrawal Online Service,withdrawal,Online Service
45143,purchase Shell,purchase,Shell
45144,withdrawal Local Store,withdrawal,Local Store
45145,transfer Amazon,transfer,Amazon
45146,transfer Online Service,transfer,Online Service
45147,transfer Walmart,transfer,Walmart
45148,withdrawal Walmart,withdrawal,Walmart
45149,withdrawal Starbucks,withdrawal,Starbucks
45150,purchase Shell,purchase,Shell
45151,withdrawal Netflix,withdrawal,Netflix
45152,purchase Netflix,purchase,Netflix
45153,transfer Shell,transfer,Shell
45154,purchase Netflix,purchase,Netflix
45155,withdrawal Online Service,withdrawal,Online Service
45156,purchase Walmart,purchase,Walmart
45157,purchase Shell,purchase,Shell
45158,transfer Amazon,transfer,Amazon
45159,purchase Amazon,purchase,Amazon
45160,transfer Shell,transfer,Shell
45161,withdrawal Online Service,withdrawal,Online Service
45162,withdrawal Shell,withdrawal,Shell
45163,transfer Walmart,transfer,Walmart
45164,purchase Netflix,purchase,Netflix
45165,purchase Netflix,purchase,Netflix
45166,transfer Amazon,transfer,Amazon
45167,withdrawal Netflix,withdrawal,Netflix
45168,purchase Amazon,purchase,Amazon
45169,purchase Starbucks,purchase,Starbucks
45170,purchase Netflix,purchase,Netflix
45171,purchase Amazon,purchase,Amazon
45172,purchase Online Service,purchase,Online Service
45173,withdrawal Online Service,withdrawal,Online Service
45174,withdrawal Online Service,withdrawal,Online Service
45175,transfer Amazon,transfer,Amazon
45176,purchase Amazon,purchase,Amazon
45177,withdrawal Starbucks,withdrawal,Starbucks
45178,withdrawal Walmart,withdrawal,Walmart
45179,withdrawal Local Store,withdrawal,Local Store
45180,transfer Amazon,transfer,Amazon
45181,purchase Amazon,purchase,Amazon
45182,transfer Online Service,transfer,Online Service
45183,withdrawal Online Service,withdrawal,Online Service
45184,withdrawal Netflix,withdrawal,Netflix
45185,withdrawal Netflix,withdrawal,Netflix
45186,purchase Online Service,purchase,Online Service
45187,transfer Shell,transfer,Shell
45188,transfer Local Store,transfer,Local Store
45189,withdrawal Walmart,withdrawal,Walmart
45190,withdrawal Starbucks,withdrawal,Starbucks
45191,withdrawal Local Store,withdrawal,Local Store
45192,withdrawal Amazon,withdrawal,Amazon
45193,purchase Amazon,purchase,Amazon
45194,transfer Starbucks,transfer,Starbucks
45195,withdrawal Netflix,withdrawal,Netflix
45196,purchase Amazon,purchase,Amazon
45197,withdrawal Starbucks,withdrawal,Starbucks
45198,transfer Amazon,transfer,Amazon
45199,purchase Netflix,purchase,Netflix
45200,withdrawal Shell,withdrawal,Shell
45201,purchase Shell,purchase,Shell
45202,transfer Starbucks,transfer,Starbucks
45203,withdrawal Netflix,withdrawal,Netflix
45204,withdrawal Netflix,withdrawal,Netflix
45205,purchase Online Service,purchase,Online Service
45206,transfer Shell,transfer,Shell
45207,withdrawal Amazon,withdrawal,Amazon
45208,transfer Walmart,transfer,Walmart
45209,purchase Amazon,purchase,Amazon
45210,transfer Amazon,transfer,Amazon
45211,withdrawal Netflix,withdrawal,Netflix
45212,withdrawal Starbucks,withdrawal,Starbucks
45213,purchase Online Service,purchase,Online Service
45214,transfer Starbucks,transfer,Starbucks
45215,purchase Shell,purchase,Shell
45216,purchase Netflix,purchase,Netflix
45217,withdrawal Local Store,withdrawal,Local Store
45218,transfer Local Store,transfer,Local Store
45219,withdrawal Netflix,withdrawal,Netflix
45220,purchase Starbucks,purchase,Starbucks
45221,transfer Amazon,transfer,Amazon
45222,transfer Local Store,transfer,Local Store
45223,withdrawal Starbucks,withdrawal,Starbucks
45224,purchase Walmart,purchase,Walmart
45225,withdrawal Netflix,withdrawal,Netflix
45226,purchase Netflix,purchase,Netflix
45227,purchase Shell,purchase,Shell
45228,transfer Online Service,transfer,Online Service
45229,withdrawal Netflix,withdrawal,Netflix
45230,transfer Shell,transfer,Shell
45231,purchase Netflix,purchase,Netflix
45232,purchase Amazon,purchase,Amazon
45233,transfer Netflix,transfer,Netflix
45234,purchase Local Store,purchase,Local Store
45235,purchase Online Service,purchase,Online Service
45236,transfer Netflix,transfer,Netflix
45237,transfer Shell,transfer,Shell
45238,purchase Netflix,purchase,Netflix
45239,withdrawal Amazon,withdrawal,Amazon
45240,purchase Local Store,purchase,Local Store
45241,withdrawal Walmart,withdrawal,Walmart
45242,purchase Local Store,purchase,Local Store
45243,transfer Online Service,transfer,Online Service
45244,transfer Walmart,transfer,Walmart
45245,transfer Walmart,transfer,Walmart
45246,purchase Walmart,purchase,Walmart
45247,purchase Walmart,purchase,Walmart
45248,purchase Walmart,purchase,Walmart
45249,transfer Shell,transfer,Shell
45250,purchase Starbucks,purchase,Starbucks
45251,withdrawal Walmart,withdrawal,Walmart
45252,purchase Shell,purchase,Shell
45253,withdrawal Amazon,withdrawal,Amazon
45254,transfer Walmart,transfer,Walmart
45255,transfer Walmart,transfer,Walmart
45256,purchase Amazon,purchase,Amazon
45257,withdrawal Amazon,withdrawal,Amazon
45258,transfer Shell,transfer,Shell
45259,withdrawal Local Store,withdrawal,Local Store
45260,purchase Netflix,purchase,Netflix
45261,purchase Netflix,purchase,Netflix
45262,transfer Online Service,transfer,Online Service
45263,purchase Local Store,purchase,Local Store
45264,transfer Starbucks,transfer,Starbucks
45265,purchase Online Service,purchase,Online Service
45266,purchase Starbucks,purchase,Starbucks
45267,purchase Netflix,purchase,Netflix
45268,purchase Online Service,purchase,Online Service
45269,withdrawal Shell,withdrawal,Shell
45270,purchase Local Store,purchase,Local Store
45271,transfer Netflix,transfer,Netflix
45272,transfer Shell,transfer,Shell
45273,purchase Shell,purchase,Shell
45274,transfer Online Service,transfer,Online Service
45275,transfer Netflix,transfer,Netflix
45276,transfer Walmart,transfer,Walmart
45277,withdrawal Amazon,withdrawal,Amazon
45278,withdrawal Online Service,withdrawal,Online Service
45279,purchase Shell,purchase,Shell
45280,transfer Starbucks,transfer,Starbucks
45281,purchase Netflix,purchase,Netflix
45282,withdrawal Starbucks,withdrawal,Starbucks
45283,withdrawal Local Store,withdrawal,Local Store
45284,withdrawal Local Store,withdrawal,Local Store
45285,purchase Walmart,purchase,Walmart
45286,transfer Walmart,transfer,Walmart
45287,transfer Local Store,transfer,Local Store
45288,withdrawal Shell,withdrawal,Shell
45289,withdrawal Amazon,withdrawal,Amazon
45290,purchase Amazon,purchase,Amazon
45291,withdrawal Shell,withdrawal,Shell
45292,transfer Local Store,transfer,Local Store
45293,purchase Netflix,purchase,Netflix
45294,transfer Netflix,transfer,Netflix
45295,purchase Amazon,purchase,Amazon
45296,transfer Local Store,transfer,Local Store
45297,purchase Shell,purchase,Shell
45298,withdrawal Walmart,withdrawal,Walmart
45299,transfer Online Service,transfer,Online Service
45300,withdrawal Online Service,withdrawal,Online Service
45301,purchase Shell,purchase,Shell
45302,withdrawal Starbucks,withdrawal,Starbucks
45303,transfer Local Store,transfer,Local Store
45304,transfer Netflix,transfer,Netflix
45305,transfer Walmart,transfer,Walmart
45306,transfer Shell,transfer,Shell
45307,transfer Shell,transfer,Shell
45308,purchase Amazon,purchase,Amazon
45309,withdrawal Walmart,withdrawal,Walmart
45310,transfer Local Store,transfer,Local Store
45311,withdrawal Walmart,withdrawal,Walmart
45312,transfer Walmart,transfer,Walmart
45313,transfer Netflix,transfer,Netflix
45314,purchase Netflix,purchase,Netflix
45315,withdrawal Starbucks,withdrawal,Starbucks
45316,purchase Walmart,purchase,Walmart
45317,withdrawal Starbucks,withdrawal,Starbucks
45318,transfer Walmart,transfer,Walmart
45319,purchase Online Service,purchase,Online Service
45320,transfer Walmart,transfer,Walmart
45321,transfer Walmart,transfer,Walmart
45322,transfer Starbucks,transfer,Starbucks
45323,withdrawal Online Service,withdrawal,Online Service
45324,purchase Shell,purchase,Shell
45325,transfer Starbucks,transfer,Starbucks
45326,transfer Amazon,transfer,Amazon
45327,purchase Netflix,purchase,Netflix
45328,withdrawal Online Service,withdrawal,Online Service
45329,purchase Shell,purchase,Shell
45330,transfer Shell,transfer,Shell
45331,purchase Netflix,purchase,Netflix
45332,transfer Shell,transfer,Shell
45333,withdrawal Shell,withdrawal,Shell
45334,transfer Netflix,transfer,Netflix
45335,transfer Walmart,transfer,Walmart
45336,withdrawal Local Store,withdrawal,Local Store
45337,purchase Amazon,purchase,Amazon
45338,withdrawal Local Store,withdrawal,Local Store
45339,purchase Amazon,purchase,Amazon
45340,withdrawal Shell,withdrawal,Shell
45341,withdrawal Netflix,withdrawal,Netflix
45342,withdrawal Shell,withdrawal,Shell
45343,purchase Online Service,purchase,Online Service
45344,withdrawal Shell,withdrawal,Shell
45345,transfer Shell,transfer,Shell
45346,purchase Online Service,purchase,Online Service
45347,withdrawal Walmart,withdrawal,Walmart
45348,transfer Netflix,transfer,Netflix
45349,transfer Starbucks,transfer,Starbucks
45350,transfer Amazon,transfer,Amazon
45351,withdrawal Starbucks,withdrawal,Starbucks
45352,purchase Amazon,purchase,Amazon
45353,withdrawal Local Store,withdrawal,Local Store
45354,purchase Amazon,purchase,Amazon
45355,withdrawal Shell,withdrawal,Shell
45356,withdrawal Local Store,withdrawal,Local Store
45357,transfer Walmart,transfer,Walmart
45358,transfer Shell,transfer,Shell
45359,transfer Netflix,transfer,Netflix
45360,withdrawal Local Store,withdrawal,Local Store
45361,transfer Amazon,transfer,Amazon
45362,withdrawal Netflix,withdrawal,Netflix
45363,transfer Shell,transfer,Shell
45364,withdrawal Amazon,withdrawal,Amazon
45365,purchase Online Service,purchase,Online Service
45366,withdrawal Online Service,withdrawal,Online Service
45367,purchase Walmart,purchase,Walmart
45368,transfer Shell,transfer,Shell
45369,transfer Online Service,transfer,Online Service
45370,withdrawal Netflix,withdrawal,Netflix
45371,purchase Local Store,purchase,Local Store
45372,withdrawal Online Service,withdrawal,Online Service
45373,transfer Online Service,transfer,Online Service
45374,transfer Walmart,transfer,Walmart
45375,transfer Local Store,transfer,Local Store
45376,purchase Amazon,purchase,Amazon
45377,transfer Online Service,transfer,Online Service
45378,purchase Amazon,purchase,Amazon
45379,purchase Starbucks,purchase,Starbucks
45380,transfer Online Service,transfer,Online Service
45381,withdrawal Netflix,withdrawal,Netflix
45382,withdrawal Online Service,withdrawal,Online Service
45383,withdrawal Amazon,withdrawal,Amazon
45384,purchase Netflix,purchase,Netflix
45385,transfer Online Service,transfer,Online Service
45386,purchase Amazon,purchase,Amazon
45387,transfer Starbucks,transfer,Starbucks
45388,withdrawal Shell,withdrawal,Shell
45389,transfer Online Service,transfer,Online Service
45390,withdrawal Amazon,withdrawal,Amazon
45391,transfer Shell,transfer,Shell
45392,withdrawal Online Service,withdrawal,Online Service
45393,withdrawal Local Store,withdrawal,Local Store
45394,purchase Shell,purchase,Shell
45395,transfer Walmart,transfer,Walmart
45396,purchase Netflix,purchase,Netflix
45397,purchase Local Store,purchase,Local Store
45398,purchase Shell,purchase,Shell
45399,purchase Amazon,purchase,Amazon
45400,transfer Starbucks,transfer,Starbucks
45401,withdrawal Walmart,withdrawal,Walmart
45402,transfer Netflix,transfer,Netflix
45403,purchase Amazon,purchase,Amazon
45404,withdrawal Shell,withdrawal,Shell
45405,transfer Shell,transfer,Shell
45406,withdrawal Local Store,withdrawal,Local Store
45407,purchase Shell,purchase,Shell
45408,transfer Starbucks,transfer,Starbucks
45409,withdrawal Shell,withdrawal,Shell
45410,withdrawal Shell,withdrawal,Shell
45411,withdrawal Starbucks,withdrawal,Starbucks
45412,purchase Local Store,purchase,Local Store
45413,withdrawal Amazon,withdrawal,Amazon
45414,transfer Local Store,transfer,Local Store
45415,purchase Local Store,purchase,Local Store
45416,transfer Netflix,transfer,Netflix
45417,purchase Online Service,purchase,Online Service
45418,purchase Netflix,purchase,Netflix
45419,withdrawal Shell,withdrawal,Shell
45420,purchase Shell,purchase,Shell
45421,transfer Walmart,transfer,Walmart
45422,withdrawal Amazon,withdrawal,Amazon
45423,withdrawal Shell,withdrawal,Shell
45424,purchase Shell,purchase,Shell
45425,transfer Starbucks,transfer,Starbucks
45426,purchase Netflix,purchase,Netflix
45427,transfer Amazon,transfer,Amazon
45428,transfer Local Store,transfer,Local Store
45429,transfer Local Store,transfer,Local Store
45430,transfer Shell,transfer,Shell
45431,transfer Shell,transfer,Shell
45432,purchase Amazon,purchase,Amazon
45433,transfer Local Store,transfer,Local Store
45434,withdrawal Local Store,withdrawal,Local Store
45435,transfer Shell,transfer,Shell
45436,withdrawal Shell,withdrawal,Shell
45437,purchase Local Store,purchase,Local Store
45438,transfer Netflix,transfer,Netflix
45439,withdrawal Starbucks,withdrawal,Starbucks
45440,withdrawal Netflix,withdrawal,Netflix
45441,purchase Shell,purchase,Shell
45442,transfer Local Store,transfer,Local Store
45443,withdrawal Starbucks,withdrawal,Starbucks
45444,purchase Online Service,purchase,Online Service
45445,transfer Local Store,transfer,Local Store
45446,withdrawal Starbucks,withdrawal,Starbucks
45447,purchase Shell,purchase,Shell
45448,purchase Local Store,purchase,Local Store
45449,transfer Walmart,transfer,Walmart
45450,transfer Local Store,transfer,Local Store
45451,transfer Local Store,transfer,Local Store
45452,withdrawal Amazon,withdrawal,Amazon
45453,withdrawal Amazon,withdrawal,Amazon
45454,transfer Online Service,transfer,Online Service
45455,withdrawal Local Store,withdrawal,Local Store
45456,withdrawal Amazon,withdrawal,Amazon
45457,purchase Walmart,purchase,Walmart
45458,withdrawal Netflix,withdrawal,Netflix
45459,transfer Local Store,transfer,Local Store
45460,purchase Netflix,purchase,Netflix
45461,transfer Online Service,transfer,Online Service
45462,transfer Local Store,transfer,Local Store
45463,purchase Online Service,purchase,Online Service
45464,transfer Walmart,transfer,Walmart
45465,transfer Shell,transfer,Shell
45466,transfer Local Store,transfer,Local Store
45467,transfer Amazon,transfer,Amazon
45468,transfer Local Store,transfer,Local Store
45469,purchase Starbucks,purchase,Starbucks
45470,withdrawal Netflix,withdrawal,Netflix
45471,transfer Starbucks,transfer,Starbucks
45472,purchase Local Store,purchase,Local Store
45473,withdrawal Shell,withdrawal,Shell
45474,withdrawal Walmart,withdrawal,Walmart
45475,purchase Local Store,purchase,Local Store
45476,withdrawal Walmart,withdrawal,Walmart
45477,purchase Starbucks,purchase,Starbucks
45478,purchase Netflix,purchase,Netflix
45479,withdrawal Netflix,withdrawal,Netflix
45480,withdrawal Online Service,withdrawal,Online Service
45481,transfer Local Store,transfer,Local Store
45482,purchase Local Store,purchase,Local Store
45483,purchase Walmart,purchase,Walmart
45484,purchase Amazon,purchase,Amazon
45485,purchase Walmart,purchase,Walmart
45486,purchase Local Store,purchase,Local Store
45487,purchase Online Service,purchase,Online Service
45488,withdrawal Netflix,withdrawal,Netflix
45489,purchase Local Store,purchase,Local Store
45490,purchase Amazon,purchase,Amazon
45491,withdrawal Walmart,withdrawal,Walmart
45492,withdrawal Shell,withdrawal,Shell
45493,withdrawal Online Service,withdrawal,Online Service
45494,purchase Local Store,purchase,Local Store
45495,purchase Walmart,purchase,Walmart
45496,withdrawal Netflix,withdrawal,Netflix
45497,withdrawal Amazon,withdrawal,Amazon
45498,withdrawal Online Service,withdrawal,Online Service
45499,transfer Starbucks,transfer,Starbucks
45500,purchase Amazon,purchase,Amazon
45501,purchase Local Store,purchase,Local Store
45502,purchase Netflix,purchase,Netflix
45503,withdrawal Amazon,withdrawal,Amazon
45504,purchase Local Store,purchase,Local Store
45505,transfer Shell,transfer,Shell
45506,withdrawal Walmart,withdrawal,Walmart
45507,withdrawal Local Store,withdrawal,Local Store
45508,withdrawal Netflix,withdrawal,Netflix
45509,purchase Local Store,purchase,Local Store
45510,transfer Amazon,transfer,Amazon
45511,purchase Shell,purchase,Shell
45512,transfer Amazon,transfer,Amazon
45513,withdrawal Netflix,withdrawal,Netflix
45514,withdrawal Walmart,withdrawal,Walmart
45515,purchase Local Store,purchase,Local Store
45516,transfer Starbucks,transfer,Starbucks
45517,withdrawal Shell,withdrawal,Shell
45518,purchase Online Service,purchase,Online Service
45519,purchase Walmart,purchase,Walmart
45520,withdrawal Walmart,withdrawal,Walmart
45521,purchase Amazon,purchase,Amazon
45522,transfer Local Store,transfer,Local Store
45523,withdrawal Amazon,withdrawal,Amazon
45524,purchase Amazon,purchase,Amazon
45525,withdrawal Starbucks,withdrawal,Starbucks
45526,transfer Amazon,transfer,Amazon
45527,transfer Shell,transfer,Shell
45528,transfer Amazon,transfer,Amazon
45529,purchase Starbucks,purchase,Starbucks
45530,purchase Netflix,purchase,Netflix
45531,transfer Starbucks,transfer,Starbucks
45532,transfer Netflix,transfer,Netflix
45533,transfer Online Service,transfer,Online Service
45534,transfer Starbucks,transfer,Starbucks
45535,purchase Local Store,purchase,Local Store
45536,withdrawal Starbucks,withdrawal,Starbucks
45537,transfer Local Store,transfer,Local Store
45538,transfer Netflix,transfer,Netflix
45539,transfer Online Service,transfer,Online Service
45540,transfer Amazon,transfer,Amazon
45541,transfer Amazon,transfer,Amazon
45542,transfer Online Service,transfer,Online Service
45543,purchase Amazon,purchase,Amazon
45544,transfer Netflix,transfer,Netflix
45545,purchase Amazon,purchase,Amazon
45546,purchase Local Store,purchase,Local Store
45547,transfer Online Service,transfer,Online Service
45548,purchase Local Store,purchase,Local Store
45549,transfer Online Service,transfer,Online Service
45550,purchase Walmart,purchase,Walmart
45551,withdrawal Walmart,withdrawal,Walmart
45552,purchase Online Service,purchase,Online Service
45553,withdrawal Online Service,withdrawal,Online Service
45554,transfer Shell,transfer,Shell
45555,purchase Shell,purchase,Shell
45556,transfer Local Store,transfer,Local Store
45557,transfer Starbucks,transfer,Starbucks
45558,transfer Amazon,transfer,Amazon
45559,withdrawal Walmart,withdrawal,Walmart
45560,transfer Walmart,transfer,Walmart
45561,purchase Starbucks,purchase,Starbucks
45562,transfer Online Service,transfer,Online Service
45563,withdrawal Starbucks,withdrawal,Starbucks
45564,withdrawal Shell,withdrawal,Shell
45565,withdrawal Netflix,withdrawal,Netflix
45566,purchase Shell,purchase,Shell
45567,purchase Netflix,purchase,Netflix
45568,transfer Amazon,transfer,Amazon
45569,purchase Amazon,purchase,Amazon
45570,purchase Starbucks,purchase,Starbucks
45571,transfer Walmart,transfer,Walmart
45572,purchase Online Service,purchase,Online Service
45573,transfer Online Service,transfer,Online Service
45574,purchase Walmart,purchase,Walmart
45575,transfer Netflix,transfer,Netflix
45576,transfer Walmart,transfer,Walmart
45577,withdrawal Netflix,withdrawal,Netflix
45578,transfer Walmart,transfer,Walmart
45579,purchase Shell,purchase,Shell
45580,withdrawal Starbucks,withdrawal,Starbucks
45581,withdrawal Shell,withdrawal,Shell
45582,transfer Local Store,transfer,Local Store
45583,purchase Starbucks,purchase,Starbucks
45584,transfer Amazon,transfer,Amazon
45585,transfer Starbucks,transfer,Starbucks
45586,purchase Online Service,purchase,Online Service
45587,transfer Shell,transfer,Shell
45588,withdrawal Online Service,withdrawal,Online Service
45589,purchase Starbucks,purchase,Starbucks
45590,transfer Amazon,transfer,Amazon
45591,withdrawal Amazon,withdrawal,Amazon
45592,purchase Walmart,purchase,Walmart
45593,purchase Netflix,purchase,Netflix
45594,purchase Online Service,purchase,Online Service
45595,transfer Online Service,transfer,Online Service
45596,withdrawal Local Store,withdrawal,Local Store
45597,withdrawal Netflix,withdrawal,Netflix
45598,withdrawal Amazon,withdrawal,Amazon
45599,withdrawal Amazon,withdrawal,Amazon
45600,transfer Online Service,transfer,Online Service
45601,transfer Local Store,transfer,Local Store
45602,withdrawal Amazon,withdrawal,Amazon
45603,purchase Walmart,purchase,Walmart
45604,withdrawal Starbucks,withdrawal,Starbucks
45605,withdrawal Local Store,withdrawal,Local Store
45606,purchase Starbucks,purchase,Starbucks
45607,withdrawal Online Service,withdrawal,Online Service
45608,transfer Online Service,transfer,Online Service
45609,transfer Walmart,transfer,Walmart
45610,withdrawal Walmart,withdrawal,Walmart
45611,withdrawal Starbucks,withdrawal,Starbucks
45612,transfer Walmart,transfer,Walmart
45613,withdrawal Shell,withdrawal,Shell
45614,transfer Walmart,transfer,Walmart
45615,withdrawal Online Service,withdrawal,Online Service
45616,transfer Online Service,transfer,Online Service
45617,withdrawal Shell,withdrawal,Shell
45618,withdrawal Walmart,withdrawal,Walmart
45619,transfer Amazon,transfer,Amazon
45620,purchase Netflix,purchase,Netflix
45621,transfer Starbucks,transfer,Starbucks
45622,withdrawal Online Service,withdrawal,Online Service
45623,purchase Starbucks,purchase,Starbucks
45624,transfer Online Service,transfer,Online Service
45625,transfer Online Service,transfer,Online Service
45626,withdrawal Amazon,withdrawal,Amazon
45627,purchase Starbucks,purchase,Starbucks
45628,transfer Online Service,transfer,Online Service
45629,withdrawal Amazon,withdrawal,Amazon
45630,withdrawal Online Service,withdrawal,Online Service
45631,withdrawal Starbucks,withdrawal,Starbucks
45632,purchase Local Store,purchase,Local Store
45633,transfer Online Service,transfer,Online Service
45634,withdrawal Local Store,withdrawal,Local Store
45635,transfer Amazon,transfer,Amazon
45636,transfer Shell,transfer,Shell
45637,transfer Starbucks,transfer,Starbucks
45638,purchase Online Service,purchase,Online Service
45639,withdrawal Starbucks,withdrawal,Starbucks
45640,purchase Online Service,purchase,Online Service
45641,transfer Netflix,transfer,Netflix
45642,purchase Online Service,purchase,Online Service
